i,t,alpha,delta1,delta2,CL,viol,SPL,flags
6.900000000000000000e+02,6.900000000000000355e+00,1.187776876520527836e+01,-3.846865614200294825e+00,6.015347612258065801e+00,1.295420804929580116e+00,4.579195070419928015e-03,8.004245911500677835e+01,0.000000000000000000e+00
6.910000000000000000e+02,6.910000000000000142e+00,1.190246194395168722e+01,-3.835139532513412330e+00,6.023388416155913028e+00,1.294517623287380514e+00,5.482376712619529968e-03,8.003577413460214984e+01,0.000000000000000000e+00
6.920000000000000000e+02,6.919999999999999929e+00,1.192216660173922449e+01,-3.805643970887435668e+00,6.043619011757471071e+00,1.294933140427221963e+00,5.066859572778081855e-03,8.002985154475098284e+01,0.000000000000000000e+00
6.930000000000000000e+02,6.929999999999999716e+00,1.193789052057978495e+01,-3.795227202772144981e+00,6.050766723819955395e+00,1.296660891359517231e+00,3.339108640482812973e-03,8.002313035987495482e+01,0.000000000000000000e+00
6.940000000000000000e+02,6.940000000000000391e+00,1.195043789015962687e+01,-3.759347819754338182e+00,6.075386909038949845e+00,1.298738887153441546e+00,1.261112846558498646e-03,8.001949669092253714e+01,1.000000000000000000e+00
6.950000000000000000e+02,6.950000000000000178e+00,1.196045043760212678e+01,-3.752455055863339606e+00,6.080121775386816196e+00,1.301679531116735955e+00,1.679531116735910601e-03,8.001529677001667551e+01,0.000000000000000000e+00
6.960000000000000000e+02,6.959999999999999964e+00,1.192791371567760450e+01,-3.787281669474749979e+00,6.056220717322367442e+00,1.304420633443301725e+00,4.420633443301680288e-03,8.001575222690830458e+01,0.000000000000000000e+00
6.970000000000000000e+02,6.969999999999999751e+00,1.190286525407098495e+01,-3.816611560612552800e+00,6.036096425260786269e+00,1.304820136560145727e+00,4.820136560145682481e-03,8.001848402747350519e+01,0.000000000000000000e+00
6.980000000000000000e+02,6.980000000000000426e+00,1.189045078027853641e+01,-3.836858179292023774e+00,6.022206796115796124e+00,1.303878846318380358e+00,3.878846318380313463e-03,8.002095728955127640e+01,0.000000000000000000e+00
6.990000000000000000e+02,6.990000000000000213e+00,1.186527799207541811e+01,-3.865770396173283441e+00,6.002374573767199628e+00,1.302550043129573565e+00,2.550043129573520417e-03,8.002513859768036752e+01,0.000000000000000000e+00
7.000000000000000000e+02,7.000000000000000000e+00,1.180274908150974689e+01,-3.920568300188136845e+00,5.964794582414784330e+00,1.300392846908426048e+00,3.928469084260033384e-04,8.003591438128758284e+01,0.000000000000000000e+00
7.010000000000000000e+02,7.009999999999999787e+00,1.181742929547706211e+01,-3.921189757652024710e+00,5.964363874553308520e+00,1.295982444124195831e+00,4.017555875804212917e-03,8.004017189584948255e+01,0.000000000000000000e+00
7.020000000000000000e+02,7.020000000000000462e+00,1.185127769983144397e+01,-3.908184410442476331e+00,5.973273531059646757e+00,1.293412069452509083e+00,6.587930547490961075e-03,8.003716940315273121e+01,0.000000000000000000e+00
7.030000000000000000e+02,7.030000000000000249e+00,1.188132260895640435e+01,-3.884352011150606021e+00,5.989606475009551012e+00,1.293065122688368485e+00,6.934877311631559849e-03,8.003103209999702017e+01,0.000000000000000000e+00
7.040000000000000000e+02,7.040000000000000036e+00,1.190529783947026132e+01,-3.863021547553544988e+00,6.004228322360147807e+00,1.294541229030499396e+00,5.458770969500648107e-03,8.002364783881938592e+01,0.000000000000000000e+00
7.050000000000000000e+02,7.049999999999999822e+00,1.192442958907222916e+01,-3.834010056658236021e+00,6.024121138709721102e+00,1.297129980123275184e+00,2.870019876724860808e-03,8.001727833949821900e+01,0.000000000000000000e+00
7.060000000000000000e+02,7.060000000000000497e+00,1.193969633875460623e+01,-3.792243083114059221e+00,6.052769833064838956e+00,1.300619576754529660e+00,6.195767545296160250e-04,8.001396942811611268e+01,0.000000000000000000e+00
7.070000000000000000e+02,7.070000000000000284e+00,1.195187889658195779e+01,-3.791558335045540851e+00,6.053242302334857605e+00,1.305016179919176400e+00,5.016179919176355639e-03,8.000877954344920795e+01,0.000000000000000000e+00
7.080000000000000000e+02,7.080000000000000071e+00,1.193604108772941785e+01,-3.814043120119519958e+00,6.037816453448203724e+00,1.308905903661943038e+00,8.905903661942993210e-03,8.000602172961285419e+01,0.000000000000000000e+00
7.090000000000000000e+02,7.089999999999999858e+00,1.187336593772743853e+01,-3.869032969220530305e+00,6.000092496539985554e+00,1.311098177672304743e+00,1.109817767230469876e-02,8.001211082445955469e+01,0.000000000000000000e+00
7.100000000000000000e+02,7.100000000000000533e+00,1.180562966709345396e+01,-3.927290324044546477e+00,5.960142312562711986e+00,1.309990396494222775e+00,9.990396494222730794e-03,8.002511988132974352e+01,0.000000000000000000e+00
7.110000000000000000e+02,7.110000000000000320e+00,1.173942620259897751e+01,-3.984206514107506258e+00,5.921127285141498220e+00,1.306275077634904136e+00,6.275077634904091539e-03,8.004244497918698187e+01,0.000000000000000000e+00
7.120000000000000000e+02,7.120000000000000107e+00,1.173952547794052670e+01,-3.994586677791881257e+00,5.914009735416182245e+00,1.300740286829631387e+00,7.402868296313425134e-04,8.005333841325894184e+01,0.000000000000000000e+00
7.130000000000000000e+02,7.129999999999999893e+00,1.177858837870514463e+01,-3.977544585387102316e+00,5.925678416381880531e+00,1.296872911047868282e+00,3.127088952131762412e-03,8.005456443126193733e+01,0.000000000000000000e+00
7.140000000000000000e+02,7.140000000000000568e+00,1.182331799916875248e+01,-3.952672468527691496e+00,5.942713481392341457e+00,1.295993517875187129e+00,4.006482124812915657e-03,8.004862924675067859e+01,0.000000000000000000e+00
7.150000000000000000e+02,7.150000000000000355e+00,1.185901133267001484e+01,-3.917591345755679910e+00,5.966748140347170271e+00,1.297655767812613492e+00,2.344232187386552368e-03,8.004059407539095616e+01,0.000000000000000000e+00
7.160000000000000000e+02,7.160000000000000142e+00,1.182122401444807736e+01,-3.954102789816211772e+00,5.941718857069396620e+00,1.301205354094236100e+00,1.205354094236055218e-03,8.003877622745707754e+01,0.000000000000000000e+00
7.170000000000000000e+02,7.169999999999999929e+00,1.185734037516563788e+01,-3.918676321670607088e+00,5.965990163963223125e+00,1.302271621120172806e+00,2.271621120172762076e-03,8.003363475604531629e+01,0.000000000000000000e+00
7.180000000000000000e+02,7.179999999999999716e+00,1.183073875050733115e+01,-3.947367712040623644e+00,5.946321468582286052e+00,1.305418734160978866e+00,5.418734160978821990e-03,8.003242197243508826e+01,0.000000000000000000e+00
7.190000000000000000e+02,7.190000000000000391e+00,1.182119850962790508e+01,-3.963909874298588765e+00,5.934981755843237394e+00,1.306705483453596273e+00,6.705483453596228216e-03,8.003172328129353730e+01,0.000000000000000000e+00
7.200000000000000000e+02,7.200000000000000178e+00,1.177230470174372634e+01,-4.007778668106963593e+00,5.904919324471511466e+00,1.307419323375818676e+00,7.419323375818631661e-03,8.003682409951815657e+01,0.000000000000000000e+00
7.210000000000000000e+02,7.209999999999999964e+00,1.173504389810176285e+01,-4.043289972331877813e+00,5.880590070180174322e+00,1.305946181971812559e+00,5.946181971812514178e-03,8.004437851387579883e+01,0.000000000000000000e+00
7.220000000000000000e+02,7.219999999999999751e+00,1.173457136830057124e+01,-4.052887232443914023e+00,5.874011642121676147e+00,1.303409832435800553e+00,3.409832435800508321e-03,8.004871421510848961e+01,0.000000000000000000e+00
7.230000000000000000e+02,7.230000000000000426e+00,1.175632317688149087e+01,-4.046756999423089418e+00,5.878202515990600396e+00,1.301764833019484202e+00,1.764833019484157717e-03,8.004788872095099350e+01,0.000000000000000000e+00
7.240000000000000000e+02,7.240000000000000213e+00,1.170101097216234187e+01,-4.094291650867574184e+00,5.845647477846075191e+00,1.301775594517504242e+00,1.775594517504197611e-03,8.005344893347614743e+01,0.000000000000000000e+00
7.250000000000000000e+02,7.250000000000000000e+00,1.170988323003819076e+01,-4.096770862695942483e+00,5.843943250963036462e+00,1.299491827723548543e+00,5.081722764515017587e-04,8.005524431043694733e+01,0.000000000000000000e+00
7.260000000000000000e+02,7.259999999999999787e+00,1.175233835934226256e+01,-4.075595425518484305e+00,5.858430353740476271e+00,1.298451153066380037e+00,1.548846933620007249e-03,8.005012197431766197e+01,0.000000000000000000e+00
7.270000000000000000e+02,7.270000000000000462e+00,1.173829519017930600e+01,-4.093724349338445201e+00,5.846013289419129677e+00,1.299837170344492865e+00,1.628296555071795382e-04,8.004724411107366677e+01,0.000000000000000000e+00
7.280000000000000000e+02,7.280000000000000249e+00,1.172666487327261642e+01,-4.109985270791259637e+00,5.834876283262119046e+00,1.300409339101052941e+00,4.093391010528968366e-04,8.004570323242734275e+01,0.000000000000000000e+00
7.290000000000000000e+02,7.290000000000000036e+00,1.168056744391882340e+01,-4.150169811641158724e+00,5.807367434576226728e+00,1.300493402207044902e+00,4.934022070448573771e-04,8.004948737185770824e+01,0.000000000000000000e+00
7.300000000000000000e+02,7.299999999999999822e+00,1.171360472323207702e+01,-4.134858869941090198e+00,5.817835780618233699e+00,1.298643589399243847e+00,1.356410600756197127e-03,8.004714350528756484e+01,0.000000000000000000e+00
7.310000000000000000e+02,7.310000000000000497e+00,1.169399847402578452e+01,-4.156180512566331586e+00,5.803239264668026642e+00,1.298986678781964388e+00,1.013321218035656557e-03,8.004701056089172084e+01,0.000000000000000000e+00
7.320000000000000000e+02,7.320000000000000284e+00,1.164673360386131407e+01,-4.196672483456425518e+00,5.775529438873945764e+00,1.298509808935102594e+00,1.490191064897450346e-03,8.005185510277155458e+01,0.000000000000000000e+00
7.330000000000000000e+02,7.330000000000000071e+00,1.167320658036796566e+01,-4.185454928007972697e+00,5.783194493068446462e+00,1.296160750073231727e+00,3.839249926768317778e-03,8.005123208566955384e+01,0.000000000000000000e+00
7.340000000000000000e+02,7.339999999999999858e+00,1.167950931893946098e+01,-4.188174426224972713e+00,5.781327171378748631e+00,1.295809617042638306e+00,4.190382957361737937e-03,8.004918687803971977e+01,0.000000000000000000e+00
7.350000000000000000e+02,7.350000000000000533e+00,1.163675619154084906e+01,-4.225043353640276500e+00,5.756102508175825250e+00,1.295973608709027669e+00,4.026391290972375359e-03,8.005203895292495986e+01,0.000000000000000000e+00
7.360000000000000000e+02,7.360000000000000320e+00,1.165926128091166092e+01,-4.216132554098770413e+00,5.762188734907575771e+00,1.294249846078136201e+00,5.750153921863843109e-03,8.005059884811110749e+01,0.000000000000000000e+00
7.370000000000000000e+02,7.370000000000000107e+00,1.167850428278048014e+01,-4.209350263430160055e+00,5.766819799775307231e+00,1.294131012179206897e+00,5.868987820793147847e-03,8.004649035826163583e+01,0.000000000000000000e+00
7.380000000000000000e+02,7.379999999999999893e+00,1.170803431584892174e+01,-4.195224120670899559e+00,5.776473292972482021e+00,1.295012652680869181e+00,4.987347319130863710e-03,8.003920478544384309e+01,0.000000000000000000e+00
7.390000000000000000e+02,7.390000000000000568e+00,1.176640790177578744e+01,-4.160760296355528354e+00,5.800036744878693362e+00,1.297075666692727447e+00,2.924333307272597438e-03,8.002598647191133807e+01,0.000000000000000000e+00
7.400000000000000000e+02,7.400000000000000355e+00,1.176816920536135136e+01,-4.165803091629243227e+00,5.796581222924280574e+00,1.301298988870861484e+00,1.298988870861439437e-03,8.001528837542666395e+01,0.000000000000000000e+00
7.410000000000000000e+02,7.410000000000000142e+00,1.180636265224550563e+01,-4.145182677279318995e+00,5.810679893653921901e+00,1.304475085142697388e+00,4.475085142697343699e-03,8.000182238601973950e+01,0.000000000000000000e+00
7.420000000000000000e+02,7.419999999999999929e+00,1.178130702677129271e+01,-4.168759788651883014e+00,5.794545226615610112e+00,1.308542454253260434e+00,8.542454253260389763e-03,7.999447546004930132e+01,0.000000000000000000e+00
7.430000000000000000e+02,7.429999999999999716e+00,1.172894346264455301e+01,-4.211342050772471701e+00,5.765413957144576607e+00,1.310347297834094205e+00,1.034729783409416015e-02,7.999526592137705450e+01,0.000000000000000000e+00
7.440000000000000000e+02,7.440000000000000391e+00,1.166241158672814571e+01,-4.263692122822289043e+00,5.729611795380875172e+00,1.309249518458471373e+00,9.249518458471328586e-03,8.000365663439750108e+01,0.000000000000000000e+00
7.450000000000000000e+02,7.450000000000000178e+00,1.160579574484817122e+01,-4.308930192344924137e+00,5.698682964160824760e+00,1.305378211601010419e+00,5.378211601010374210e-03,8.001591763035206384e+01,0.000000000000000000e+00
7.460000000000000000e+02,7.459999999999999964e+00,1.154992102350957595e+01,-4.353492865448682636e+00,5.668224257018075640e+00,1.299922968725959471e+00,7.703127404057319438e-05,8.003048291666547698e+01,0.000000000000000000e+00
7.470000000000000000e+02,7.469999999999999751e+00,1.157654742347559207e+01,-4.340253231059820749e+00,5.677264287413139598e+00,1.293326170579387924e+00,6.673829420612120700e-03,8.003693814162487286e+01,0.000000000000000000e+00
7.480000000000000000e+02,7.480000000000000426e+00,1.161421401836713585e+01,-4.319172974233760343e+00,5.691661864774931523e+00,1.289679271919305759e+00,1.032072808069428582e-02,8.003661034247734563e+01,0.000000000000000000e+00
7.490000000000000000e+02,7.490000000000000213e+00,1.166551393995513486e+01,-4.288428084950949071e+00,5.712664771252068618e+00,1.288674783500170173e+00,1.132521649982987100e-02,8.002989129160195603e+01,0.000000000000000000e+00
7.500000000000000000e+02,7.500000000000000000e+00,1.169468288550981327e+01,-4.273039736417443279e+00,5.723176253362779242e+00,1.290203484376815757e+00,9.796515623184287591e-03,8.002098968736738982e+01,0.000000000000000000e+00
7.510000000000000000e+02,7.509999999999999787e+00,1.175636311065934514e+01,-4.231288210295568675e+00,5.751706910891241975e+00,1.292532701744805834e+00,7.467298255194210199e-03,8.000688183063827807e+01,0.000000000000000000e+00
7.520000000000000000e+02,7.520000000000000462e+00,1.180558268426351809e+01,-4.189539544748013711e+00,5.780243112065272193e+00,1.297017843960209138e+00,2.982156039790906377e-03,7.999111050488606622e+01,0.000000000000000000e+00
7.530000000000000000e+02,7.530000000000000249e+00,1.181002454629528664e+01,-4.191481363532530757e+00,5.778911101283041418e+00,1.302706195805668710e+00,2.706195805668665244e-03,7.997817006672731566e+01,0.000000000000000000e+00
7.540000000000000000e+02,7.540000000000000036e+00,1.180014044238813042e+01,-4.203366892613874306e+00,5.770779514701548152e+00,1.306853663207123484e+00,6.853663207123439349e-03,7.996930756348403690e+01,0.000000000000000000e+00
7.550000000000000000e+02,7.549999999999999822e+00,1.175160964781473361e+01,-4.242263756761912141e+00,5.744179526769062960e+00,1.309219454129918025e+00,9.219454129917981078e-03,7.996863503359928416e+01,0.000000000000000000e+00
7.560000000000000000e+02,7.560000000000000497e+00,1.170066561174812669e+01,-4.282721527093796610e+00,5.716519430857691653e+00,1.308515537989292765e+00,8.515537989292720766e-03,7.997421452218277693e+01,0.000000000000000000e+00
7.570000000000000000e+02,7.570000000000000284e+00,1.171288076179553528e+01,-4.278788856583008560e+00,5.719202911268141065e+00,1.305463735091175748e+00,5.463735091175703218e-03,7.997609348712504129e+01,0.000000000000000000e+00
7.580000000000000000e+02,7.580000000000000071e+00,1.167756975814156384e+01,-4.308066809833163369e+00,5.699190184591805597e+00,1.303591745465283003e+00,3.591745465282958349e-03,7.998138811718700936e+01,0.000000000000000000e+00
7.590000000000000000e+02,7.589999999999999858e+00,1.168273804659881421e+01,-4.308872639691619710e+00,5.698635716836518483e+00,1.300384577204166003e+00,3.845772041659589746e-04,7.998400108342180204e+01,0.000000000000000000e+00
7.600000000000000000e+02,7.600000000000000533e+00,1.173724162525494741e+01,-4.275032496141018434e+00,5.721753825691881623e+00,1.298056653693625551e+00,1.943346306374493793e-03,7.997855306519717544e+01,0.000000000000000000e+00
7.610000000000000000e+02,7.610000000000000320e+00,1.177296000369391038e+01,-4.254240336638416942e+00,5.735959458502497554e+00,1.298625070561809869e+00,1.374929438190175546e-03,7.996954125432638705e+01,0.000000000000000000e+00
7.620000000000000000e+02,7.620000000000000107e+00,1.174825358257066732e+01,-4.275747260424718199e+00,5.721256400888760751e+00,1.300420122893413799e+00,4.201228934137546389e-04,7.996563446442468148e+01,0.000000000000000000e+00
7.630000000000000000e+02,7.629999999999999893e+00,1.173000467684009251e+01,-4.292625753467429917e+00,5.709718500634509475e+00,1.300319284139693332e+00,3.192841396932877274e-04,7.996466984587550542e+01,0.000000000000000000e+00
7.640000000000000000e+02,7.640000000000000568e+00,1.170527650197803027e+01,-4.313955928732544187e+00,5.695140150808181367e+00,1.299132582814952919e+00,8.674171850471257272e-04,7.996666685659862139e+01,0.000000000000000000e+00
7.650000000000000000e+02,7.650000000000000355e+00,1.174770961550815507e+01,-4.288100256240457320e+00,5.712801700632848423e+00,1.296851471948839984e+00,3.148528051160059960e-03,7.996223711270015144e+01,0.000000000000000000e+00
7.660000000000000000e+02,7.660000000000000142e+00,1.176795219919609536e+01,-4.277711078125483013e+00,5.719897500340532126e+00,1.296853647215371330e+00,3.146352784628714261e-03,7.995595826798759731e+01,0.000000000000000000e+00
7.670000000000000000e+02,7.669999999999999929e+00,1.180540407705886174e+01,-4.255154062269292936e+00,5.735308582074729600e+00,1.297482720980048132e+00,2.517279019951912389e-03,7.994603364154590963e+01,0.000000000000000000e+00
7.680000000000000000e+02,7.679999999999999716e+00,1.180553335927451641e+01,-4.258716674998507479e+00,5.732870773957767341e+00,1.299346170999410077e+00,6.538290005899671797e-04,7.993830183538784695e+01,0.000000000000000000e+00
7.690000000000000000e+02,7.690000000000000391e+00,1.178917341596100776e+01,-4.273783076769555045e+00,5.722571242046279316e+00,1.300380824394634649e+00,3.808243946346046016e-04,7.993442670805291073e+01,0.000000000000000000e+00
7.700000000000000000e+02,7.700000000000000178e+00,1.183176464505979375e+01,-4.246989804890858977e+00,5.740877327774446925e+00,1.300050037182872043e+00,5.003718287199809822e-05,7.992548400873575076e+01,0.000000000000000000e+00
7.710000000000000000e+02,7.709999999999999964e+00,1.182134286043979365e+01,-4.257743789121076539e+00,5.733524716808402921e+00,1.301432431433616976e+00,1.432431433616931926e-03,7.991995979795649419e+01,0.000000000000000000e+00
7.720000000000000000e+02,7.719999999999999751e+00,1.184299714054011332e+01,-4.245879129303928856e+00,5.741630348024385988e+00,1.301605849597448739e+00,1.605849597448694155e-03,7.991254680407874389e+01,0.000000000000000000e+00
7.730000000000000000e+02,7.730000000000000426e+00,1.182590362727840194e+01,-4.261178585684915809e+00,5.731171314578304532e+00,1.302361662843957824e+00,2.361662843957779145e-03,7.990912957496728097e+01,0.000000000000000000e+00
7.740000000000000000e+02,7.740000000000000213e+00,1.185052010653490306e+01,-4.247084388080152983e+00,5.740800371390453627e+00,1.301754700575078694e+00,1.754700575078649294e-03,7.990282292444170764e+01,0.000000000000000000e+00
7.750000000000000000e+02,7.750000000000000000e+00,1.180970149975671291e+01,-4.278929828150175751e+00,5.719033580286665419e+00,1.302057056098063992e+00,2.057056098063947402e-03,7.990359713086927229e+01,0.000000000000000000e+00
7.760000000000000000e+02,7.759999999999999787e+00,1.184354886389297690e+01,-4.258211624464005141e+00,5.733187621773284448e+00,1.300012552853196057e+00,1.255285319601284755e-05,7.989904704970152238e+01,0.000000000000000000e+00
7.770000000000000000e+02,7.770000000000000462e+00,1.187515515401560862e+01,-4.227109415604775933e+00,5.754439759970571444e+00,1.299669732904997765e+00,3.302670950022790208e-04,7.989228691224830925e+01,0.000000000000000000e+00
7.780000000000000000e+02,7.780000000000000249e+00,1.187841531739482193e+01,-4.228014547234717924e+00,5.753818982373139157e+00,1.300768161796877820e+00,7.681617968777754157e-04,7.988648857443001816e+01,0.000000000000000000e+00
7.790000000000000000e+02,7.790000000000000036e+00,1.190297787953728204e+01,-4.200053568912533564e+00,5.772928918665979126e+00,1.301268587213434191e+00,1.268587213434146932e-03,7.987993254044343416e+01,0.000000000000000000e+00
7.800000000000000000e+02,7.799999999999999822e+00,1.190725655702523511e+01,-4.200364978021437601e+00,5.772714304737109892e+00,1.302670047875719606e+00,2.670047875719561148e-03,7.987409712443736964e+01,0.000000000000000000e+00
7.810000000000000000e+02,7.810000000000000497e+00,1.191285918026611412e+01,-4.199672627254583901e+00,5.773185956056716250e+00,1.303398902327945308e+00,3.398902327945263480e-03,7.986861092089219483e+01,0.000000000000000000e+00
7.820000000000000000e+02,7.820000000000000284e+00,1.185299206212308221e+01,-4.244996692032539265e+00,5.742197786175295526e+00,1.303685377565222847e+00,3.685377565222802687e-03,7.987312314771924093e+01,0.000000000000000000e+00
7.830000000000000000e+02,7.830000000000000071e+00,1.180235920577579556e+01,-4.283715371100626612e+00,5.715733866712156441e+00,1.300651784766217567e+00,6.517847662175224599e-04,7.988338127151710921e+01,0.000000000000000000e+00
7.840000000000000000e+02,7.839999999999999858e+00,1.181774988097841117e+01,-4.275940938259903845e+00,5.721044102715302060e+00,1.295612081988053665e+00,4.387918011946378982e-03,7.988812990900363786e+01,0.000000000000000000e+00
7.850000000000000000e+02,7.850000000000000533e+00,1.185456808684135765e+01,-4.247123236196251206e+00,5.740733395504062919e+00,1.292111043240203205e+00,7.888956759796839080e-03,7.988661579475571273e+01,0.000000000000000000e+00
7.860000000000000000e+02,7.860000000000000320e+00,1.188394827131785192e+01,-4.219836628765048836e+00,5.759380322777808203e+00,1.290850918028749739e+00,9.149081971250305756e-03,7.988204948113808257e+01,0.000000000000000000e+00
7.870000000000000000e+02,7.870000000000000107e+00,1.190739306499101247e+01,-4.178507866028125406e+00,5.787630003390281885e+00,1.290956532558898306e+00,9.043467441101737947e-03,7.987819578663729203e+01,0.000000000000000000e+00
7.880000000000000000e+02,7.879999999999999893e+00,1.192610153671000006e+01,-4.133174513740840439e+00,5.818628236672643617e+00,1.292255233243237766e+00,7.744766756762277993e-03,7.987635493276818011e+01,0.000000000000000000e+00
7.890000000000000000e+02,7.890000000000000568e+00,1.194103051919282876e+01,-4.079570186191311620e+00,5.855297307181050570e+00,1.294378280134645287e+00,5.621719865354757317e-03,7.987778298462255577e+01,1.000000000000000000e+00
7.900000000000000000e+02,7.900000000000000355e+00,1.195294354561852046e+01,-4.008169969270689137e+00,5.904164450559716393e+00,1.297198862426648169e+00,2.801137573351875076e-03,7.988435931735180873e+01,3.000000000000000000e+00
7.910000000000000000e+02,7.910000000000000142e+00,1.196244990003902053e+01,-3.979919646972779113e+00,5.923515200790219204e+00,1.300901838171185432e+00,9.018381711853873384e-04,7.989015337006593143e+01,1.000000000000000000e+00
7.920000000000000000e+02,7.919999999999999929e+00,1.197003577881901570e+01,-3.969916134642228922e+00,5.930372779523271909e+00,1.303987185333148613e+00,3.987185333148568489e-03,7.989368711947200552e+01,0.000000000000000000e+00
7.930000000000000000e+02,7.930000000000000604e+00,1.195149159881416701e+01,-3.990206806182516441e+00,5.916477941821645992e+00,1.306062564291911254e+00,6.062564291911209935e-03,7.989824586321860522e+01,0.000000000000000000e+00
7.940000000000000000e+02,7.940000000000000391e+00,1.191631491740329984e+01,-4.022015302595260522e+00,5.894695593337138995e+00,1.305889683816969127e+00,5.889683816969082386e-03,7.990615879502198027e+01,0.000000000000000000e+00
7.950000000000000000e+02,7.950000000000000178e+00,1.191375585271380722e+01,-4.030770125794135517e+00,5.888704097218538713e+00,1.303327465558789422e+00,3.327465558789377553e-03,7.991145133069142048e+01,0.000000000000000000e+00
7.960000000000000000e+02,7.959999999999999964e+00,1.188529180376573713e+01,-4.057555744977159762e+00,5.870366814191962490e+00,1.300490298768330000e+00,4.902987683299553368e-04,7.991881007113693158e+01,0.000000000000000000e+00
7.970000000000000000e+02,7.969999999999999751e+00,1.183964837227951072e+01,-4.096240811702802631e+00,5.843886707316819695e+00,1.296272980442302547e+00,3.727019557697497376e-03,7.993015105893299221e+01,0.000000000000000000e+00
7.980000000000000000e+02,7.980000000000000426e+00,1.187204264050587277e+01,-4.071475537185392568e+00,5.860836635707073583e+00,1.290265020973036636e+00,9.734979026963408444e-03,7.993369793009361501e+01,0.000000000000000000e+00
7.990000000000000000e+02,7.990000000000000213e+00,1.189789261212084881e+01,-4.051038027883938852e+00,5.874827905615599200e+00,1.286703829940278876e+00,1.329617005972116850e-02,7.993270467227834786e+01,0.000000000000000000e+00
8.000000000000000000e+02,8.000000000000000000e+00,1.191852036724795028e+01,-3.997618732148401577e+00,5.911401066884519828e+00,1.284618628637817395e+00,1.538137136218264978e-02,7.993347276757729958e+01,0.000000000000000000e+00
8.010000000000000000e+02,8.009999999999999787e+00,1.193498089911705051e+01,-3.941079019911612136e+00,5.950130269843695530e+00,1.284345475724443686e+00,1.565452427555635850e-02,7.993681479052783345e+01,1.000000000000000000e+00
8.020000000000000000e+02,8.019999999999999574e+00,1.194811607101259554e+01,-3.877656636175620619e+00,5.993597576376012093e+00,1.285347629286507365e+00,1.465237071349267950e-02,7.994357509119802785e+01,3.000000000000000000e+00
8.030000000000000000e+02,8.029999999999999361e+00,1.195859767282823327e+01,-3.809838900092481051e+00,6.040106300496096203e+00,1.287359396436821068e+00,1.264060356317897593e-02,7.995393097654380199e+01,3.000000000000000000e+00
8.040000000000000000e+02,8.040000000000000924e+00,1.196696177932757976e+01,-3.732554594118815405e+00,6.093141805487480411e+00,1.290139295764735961e+00,9.860704235264083906e-03,7.996848794549175921e+01,3.000000000000000000e+00
8.050000000000000000e+02,8.050000000000000711e+00,1.197363616734221026e+01,-3.656573576130415226e+00,6.145324378072650084e+00,1.293662921338121885e+00,6.337078661878159380e-03,7.998632727857652469e+01,3.000000000000000000e+00
8.060000000000000000e+02,8.060000000000000497e+00,1.197896219414176322e+01,-3.582219361516153722e+00,6.196430212317026509e+00,1.297636308376835856e+00,2.363691623164188016e-03,8.000667458449331093e+01,3.000000000000000000e+00
8.070000000000000000e+02,8.070000000000000284e+00,1.198321225593130634e+01,-3.555315019609919247e+00,6.214956768544101173e+00,1.301849831567585047e+00,1.849831567585003000e-03,8.002353188095855785e+01,1.000000000000000000e+00
8.080000000000000000e+02,8.080000000000000071e+00,1.198660371937952718e+01,-3.547560224362081627e+00,6.220322363236840069e+00,1.304950354282826908e+00,4.950354282826863184e-03,8.003583739522736096e+01,1.000000000000000000e+00
8.090000000000000000e+02,8.089999999999999858e+00,1.197899034835530863e+01,-3.568994881403430242e+00,6.205616423241840707e+00,1.306727048110622125e+00,6.727048110622080301e-03,8.004405688018118781e+01,0.000000000000000000e+00
8.100000000000000000e+02,8.099999999999999645e+00,1.196823149163683198e+01,-3.592273230753418645e+00,6.189642968094304365e+00,1.306507428136722160e+00,6.507428136722115397e-03,8.004985275659798560e+01,0.000000000000000000e+00
8.110000000000000000e+02,8.109999999999999432e+00,1.197464937211423930e+01,-3.598885536702794319e+00,6.185125809939434838e+00,1.304730389779514832e+00,4.730389779514787563e-03,8.005176168859172492e+01,0.000000000000000000e+00
8.120000000000000000e+02,8.120000000000000995e+00,1.196735995070620362e+01,-3.619171074992146853e+00,6.171209642483574065e+00,1.302722995612692225e+00,2.722995612692180600e-03,8.005250988812477431e+01,0.000000000000000000e+00
8.130000000000000000e+02,8.130000000000000782e+00,1.194820574418261394e+01,-3.647398640820109339e+00,6.151835754606339357e+00,1.299856739355430557e+00,1.432606445694872832e-04,8.005429272508945360e+01,0.000000000000000000e+00
8.140000000000000000e+02,8.140000000000000568e+00,1.195866923020632910e+01,-3.629616604335306196e+00,6.164074334522348764e+00,1.295876360458105836e+00,4.123639541894208449e-03,8.005518066976831904e+01,0.000000000000000000e+00
8.150000000000000000e+02,8.150000000000000355e+00,1.196701888066969666e+01,-3.593733986247053203e+00,6.188753683950999118e+00,1.293086752491611202e+00,6.913247508388842277e-03,8.005803623169998673e+01,1.000000000000000000e+00
8.160000000000000000e+02,8.160000000000000142e+00,1.197368173305965655e+01,-3.546849246512153719e+00,6.221005953275733802e+00,1.291612261415215457e+00,8.387738584784587559e-03,8.006399669261264762e+01,1.000000000000000000e+00
8.170000000000000000e+02,8.169999999999999929e+00,1.197899855466376628e+01,-3.499723159534645855e+00,6.253441182975842949e+00,1.291367989439855757e+00,8.632010560144287581e-03,8.007255011129930722e+01,1.000000000000000000e+00
